詩人,性別,唐詩紀事卷,birth-death,,,Geography,背景,當官年代,,
2033. 孟匡明: 1 首,male,,,,,,poet詩人,738-?,,
2034. 李子昂: 1 首,male,,,,,,poet詩人,,,
2035. 員南溟: 1 首,male,,,,,,poet詩人,,,
2036. 李胄: 1 首,male,,,,,唐朝--河北道--趙州(Zhao Zhou),"poet詩人,skilled at writing工於文",796-813,,
2037. 鄭述誠: 1 首,male,,,,,,poet詩人,,,
2038. 宋迪: 1 首,male,,,,,唐朝--江南道--袁州--宜春(Yichun),poet詩人,,,
2039. 萬俟造: 1 首,,,,,,,,,,
2040. 鄭袞: 1 首,male,,,,,,,,,
2041. 張公乂: 1 首,male,,,,,,poet詩人,,,
2042. 張何: 1 首,male,,,,,,"poet詩人,skilled at writing工於文",,,
2043. 濮陽瓘: 1 首,male,,,,,,poet詩人,773-773,,
2044. 王若岩: 1 首,,,,,,,,,,
2045. 徐仁嗣: 1 首,male,,,,,唐朝--河北道--鄭州--新鄭(Xinzheng),poet詩人,875-875,,
2046. 盧征: 1 首,male,,,,,,poet詩人,,,
2047. 顧偉: 1 首,male,,,,,,"poet詩人,skilled at writing工於文",,,
2048. 沈鵬: 1 首,male,,,,,,poet詩人,,,
2049. 薛少殷: 1 首,male,,,,,,poet詩人,,,
2050. 張元正: 1 首,,,,,,,,,,
2051. 鄭僕射: 1 首,male,,,,,,poet詩人,,,
2052. 鄭中丞: 1 首,male,,749-801,,,,poet詩人,784-800,,
2053. 梁補闕: 1 首,male,,929-1009,,,宋朝--京西北路--鄭州--管城(Guancheng),"poet詩人,historian史學家",965-986,,
2054. 吳公: 1 首,,,,,,,,,,
2055. 曹生: 1 首,male,,,,,,poet詩人,,,
2056. 繆氏子: 1 首,,,,,,,,,,
2057. 京兆韋氏子: 1 首,,,,,,,,,,
2058. 神龍從臣: 1 首,,,,,,,,,,
2059. 天寶時人: 1 首,,,,,,,,,,
2060. 僖宗北省官: 1 首,,,,,,,,,,
2061. 洪州將軍: 1 首,,,,,,,,,,
2062. 貞元文士: 1 首,,,,,,,,,,
2063. 元和舉子: 1 首,,,,,,,,,,
2064. 懿宗朝舉子: 1 首,,,,,,,,,,
2065. 白衫舉子: 1 首,,,,,,,,,,
2066. 唐末朝士: 1 首,,,,,,,,,,
2067. 西鄙人: 1 首,male,,,,,唐朝--隴右道--安西都護府--安西都護府(Anxi Duhufu),poet詩人,,,
2068. 太上隱者: 1 首,,,,,,,,,,
2069. 黃山隱: 1 首,,,,,,,道士(Daoist priest),,,
2070. 婺州山中人: 1 首,,,,,,,,,,
2071. 同穀子: 1 首,,,,,,,,,,
2072. 崔公佐客: 1 首,,,,,,,,,,
2073. 江陵士子: 1 首,,,,,,,,,,
2074. 吏部選人: 1 首,,,,,,,,,,
2075. 建業蔔者: 1 首,,,,,,,,,,
2076. 天嶠遊人: 1 首,,,,,,,,,,
2077. 驪山遊人: 1 首,,,,,,,,,,
2078. 衡州舟子: 1 首,,,,,,,,,,
2079. 華山老人: 1 首,male,,,,,	明朝--九江總督--應天巡撫--杭州府--海寧(Haining),military[武官],,,
2080. 終南山翁: 1 首,,,,,,,,,,
2081. 李景儉: 1 首,male,,?-822,,,,poet詩人,806-822,,
2082. 安守範: 1 首,male,,?-954,,,	宋朝--河東路--并州(Bing Zhou),poet詩人,,,
2083. 開元宮人: 1 首,female,,,,,,,,,
2084. 德宗宮人: 1 首,female,,,,,,,,,
2085. 宣宗宮人: 1 首,female,,,,,,,,,
2086. 僖宗宮人: 1 首,female,,,,,,,,,
2087. 李玉簫: 1 首,male,,,,,,poet詩人,,,
2088. 金真德: 1 首,,,,,,,,,,
2089. 寶曆宮人: 1 首,,,,,,,,,,
2090. 花蕊夫人: 1 首,female,,?-965,,,青城（今成都都江堰）人,妃嬪,,五代十国时期后蜀后主孟昶妃嫔,
2091. 魏氏: 1 首,female,,,,,唐朝--河北道--邢州--鉅鹿(Julu),,,,
2092. 喬氏: 1 首,female,,,,,唐朝--關內道--同州--馮翊(Fengyi),poet詩人,,,
2093. 七歲女子: 1 首,female,,686-741,,,,,,,
2094. 林氏: 1 首,female,,,,,,,,不知是哪個,
2095. 趙氏1: 1 首,female,,,,,,,,不知是哪個,
2096. 郭紹蘭: 1 首,female,,,,,唐朝--關內道--京兆--長安(Chang'an),poet詩人,,,
2097. 王氏: 1 首,female,,,,,,,,不知是哪個,
2098. 裴淑: 1 首,female,,,,,唐朝--河東道--蒲州--河東(Hedong),poet詩人,,丈夫元稹,
2099. 楊德麟: 1 首,female,,,,,,poet詩人,,,
2100. 崔氏: 1 首,female,,,,,,,,不知是哪個,
2101. 陳玉蘭: 1 首,female,,,,,,poet詩人,,丈夫王駕,
2102. 薛媛: 1 首,female,,,,,,poet詩人、man of culture (wenren)文人,,丈夫南楚才,
2103. 張立本女: 1 首,female,,,,,,,,,
2104. 侯氏: 1 首,female,,,,,,,0843唐會昌3年會昌中，邊將張睽妻侯氏，繡廻文作作龜形詩詣闕進上。,丈夫張睽,
2105. 慎氏: 1 首,female,,,,,唐朝--江南道--常州(Chang Zhou),poet詩人,,,
2106. 薛瑤: 1 首,female,,?-693,,,新羅(Silla),poet詩人,,,
2107. 任氏: 1 首,female,,,,,唐朝--劍南道--綿州(Mian Zhou),poet詩人,,,
2108. 蔣氏: 1 首,female,,,,,,poet詩人,,,
2109. 周仲美: 1 首,female,,,,,宋朝--成都府路--成都府(Chengdu Fu),poet詩人,,丈夫李某,
2110. 程洛賓: 1 首,female,,,,,唐朝--河北道--河南--長水(Changshui),poet詩人,,丈夫李華,
2111. 紅綃妓: 1 首,female,,,,,,,,大曆中勳臣家妓也,
2112. 崔紫雲: 1 首,female/male?,,,,,,poet詩人,,,
2113. 趙氏3: 1 首,female,,,,,,,,丈夫韋洵美,
2114. 崔素娥: 1 首,female,,,,,,poet詩人,,,
2115. 嚴續姬: 1 首,female,,,,,,,,丈夫裴悅,
2116. 裴羽仙: 1 首,female,,,,,,poet詩人、man of culture (wenren)文人,,,
2117. 劉淑柔: 1 首,female,,,,,,poet詩人,,,
2118. 薛瓊: 1 首,female,,,,,,poet詩人,,有兩個不確定是哪個、其中一個丈夫崔懷寶,
2119. 趙虛舟: 1 首,female,,,,,,poet詩人,,,
2120. 長孫佐轉妻: 1 首,female,,,,,,,,,
2121. 劉元載妻: 1 首,female,,,,,,,,,
2122. 劉氏婦: 1 首,female,,,,,,,,,
2123. 葛氏女: 1 首,female,,,,,,poet詩人,,,
2124. 李主簿姬: 1 首,female,,,,,,,,,
2125. 京兆女子: 1 首,female,,,,,,,,,
2126. 湘驛女子: 1 首,female,,,,,,,,,
2127. 若耶溪女子: 1 首,female,,,,,唐朝--江南道--越州(Yue Zhou),,,,
2128. 誰氏女: 1 首,female,,,,,,,,,
2129. 曹文姬: 1 首,female,,,,,,calligrapher書法家、poet詩人,,,
2130. 劉采春: 1 首,female,,,,,唐朝--江南道--越州(Yue Zhou),poet詩人,,丈夫周季崇,
2131. 太原妓: 1 首,female,,,,,,,,,
2132. 武昌妓: 1 首,female,,,,,,,,Poetry known or praised by Wei Zhan韋瞻,
2133. 舞柘枝女: 1 首,female,,,,,,,,,
2134. 襄陽妓: 1 首,female,,,,,,,,,
2135. 楚兒: 1 首,female,,,,,,poet詩人,,,
2136. 王蘇蘇: 1 首,female/male?,,,,,,,,相識Li Biao李標,
2137. 顏令賓: 1 首,male,,,,,,poet詩人,,,
2138. 平康妓: 1 首,female,,,,,,,,,
2139. 盛小叢: 1 首,female,,,,,,poet詩人、	female entertainer妓,,Poetry known or praised byLi Ne李訥,
2140. 蓮花妓: 1 首,female,,,,,,,,,
2141. 韓襄客: 1 首,female,,,,,汉南(今湖北随州),一说为妓。善歌诗,,孟浩然贈詩,
2142. 海印: 1 首,male,,,,,,poet詩人、僧,,僧,
2143. 豐幹: 1 首,,,,,,,僧,,僧,
2144. 海順: 1 首,male,,589-618,,,唐朝--河東道--蒲州(Pu Zhou),poet詩人,,僧,
2145. 道恭: 1 首,male,,,,,	唐朝--江南道--蘇州(Su Zhou),skilled at writing工於文,,僧,
2146. 辨才: 1 首,male,,?-802,,,唐朝--河南道--陳州--太康(Taikang),poet詩人,,僧,
2147. 僧鳳: 1 首,male,,,,,	唐朝--河南道--徐州(Xu Zhou),poet詩人,,僧,
2148. 利涉: 1 首,male,,,,,	天竺(Tianzhu (India)),poet詩人,,僧,
2149. 道會: 1 首,male,,580?-649?,,,	唐朝--嶺南道--融州--武陽(Wuyang),skilled at writing工於文,,僧,
2150. 中寤: 1 首,male,,,,,,,,僧,
2151. 寶月: 1 首,male,,,,,,僧,,僧,
2152. 理瑩: 1 首,male,,,,,,poet詩人,,僧,
2153. 金地藏: 1 首,male,,705-803,,,,poet詩人,,僧,
2154. 韜光: 1 首,male,,,,,,poet詩人,,僧,
2155. 智亮: 1 首,male,,,,,,poet詩人,,僧,
2156. 良乂: 1 首,male,,,,,,poet詩人,,僧,
2157. 常達: 1 首,male,,,,,,"buddhist monk僧人,poet詩人",,僧,
2158. 文秀: 1 首,male,,,,,,poet詩人,896-?,僧,
2159. 耽章: 1 首,,,,,,,僧,,僧,
2160. 雲表: 1 首,male,,,,,,poet詩人,,僧,
2161. 泠然: 1 首,male,,692-725,,,唐朝--河東道--太原--太原(Taiyuan),skilled at writing工於文,,僧,
2162. 大愚: 1 首,male,,,,,,poet詩人,,僧,
2163. 懷浚: 1 首,male,,,,,唐朝--江南道--福州--閩縣(Min Xian),poet詩人,,僧,
2164. 恒超: 1 首,male,,877-949,,,范陽(Fanyang),"buddhist monk僧人,poet詩人",,僧,
2165. 淨顯: 1 首,male,,,,,,poet詩人,,僧,
2166. 修雅: 1 首,male,,,,,,poet詩人,,僧,
2167. 元寂: 1 首,male,,,,,,poet詩人,,僧,
2168. 文益: 1 首,male,,885-958,,,"唐朝--江南道--杭州--餘杭(Yuhang),宋朝--兩浙西路--杭州(Hang Zhou)","buddhist monk僧人,skilled at writing工於文",,僧,
2169. 謙光: 1 首,male,,,,,唐朝--江南道--潤州--江寧(Jiangning),poet詩人,,僧,
2170. 無作: 1 首,male,,,,,唐朝--江南道--蘇州(Su Zhou),poet詩人,,僧,
2171. 清尚: 1 首,male,,,,,,poet詩人,,僧,
2172. 隱求: 1 首,,,,,,,僧,,僧,
2173. 智遠: 1 首,,,,,,,僧,,僧,
2174. 尚志: 1 首,,,,,,,僧,,僧,
2175. 玄寶: 1 首,male,,,,,,skilled at writing工於文,,僧,
2176. 釋彪: 1 首,male,,,,,,skilled at writing工於文,,僧,
2177. 法輪: 1 首,male,,,,,,skilled at writing工於文,,僧,
2178. 常雅: 1 首,male,,,,,,skilled at writing工於文,,僧,
2179. 滄浩: 1 首,male,,,,,,poet詩人,,僧,
2180. 若水: 1 首,male,,,,,,poet詩人,,僧,
2181. 文鑒: 1 首,male,,,,,,poet詩人,,僧,
2182. 水心寺僧: 1 首,male,,,,,,poet詩人,,僧,
2183. 無名釋: 1 首,,,,,,,僧,,,
2184. 南唐失名僧: 1 首,,,,,,,僧,,,
2185. 吳越僧: 1 首,male,,,,,,poet詩人,,,
2186. 唐末僧: 1 首,,,,,,,僧,,,
2187. 神迥: 1 首,male,,,,,,poet詩人,,,
2188. 可隆: 1 首,male,,,,,,poet詩人,,,
2189. 爾鳥: 1 首,,,,,,,僧,,,
2190. 元礎: 1 首,male,,,,,,poet詩人,,,
2191. 悟清: 1 首,male,,,,,,poet詩人,,,
2192. 契盈: 1 首,male,,,,,,poet詩人,,,
2193. 淡然: 1 首,male,,,,,唐朝--江南道--越州(Yue Zhou),poet詩人,,,
2194. 庭實: 1 首,male,,,,,唐朝--河南道--青州--益都(Yidu),local literatus / gentry地方士人/鄉紳,,,
2195. 知業: 1 首,male,,,,,,poet詩人,,,
2196. 雲容: 1 首,male,,,,,,poet詩人,,,
2197. 玄幽: 1 首,male,,,,,,poet詩人,,,
2198. 志定: 1 首,male,,,,,,poet詩人,,,
2199. 靈准: 1 首,,,,,,,僧,,,
2200. 荊州僧: 1 首,,,,,,,僧,,,
2201. 張氳: 1 首,male,,653-745,,,唐朝--河東道--晉州--神山(Shenshan),poet詩人,,,
2202. 司馬退之: 1 首,male,,,,,,poet詩人,,,
2203. 裴翛然: 1 首,male,,,,,,"painter畫家,poet詩人",,,
2204. 軒轅彌明: 1 首,male,,,,,,poet詩人,,,
2205. 李升: 1 首,,,,,,,,,,
2206. 範堯佐: 1 首,,,,,,,,,,
2207. 吳子來: 1 首,male,,,,,,skilled at writing工於文,,,
2208. 虞有賢: 1 首,male,,,,,唐朝--劍南道--成都--華陽(Huayang),"calligrapher書法家,poet詩人",,,
2209. 彭曉: 1 首,male,,,,,唐朝--江南道--婺州--永康(Yongkang),skilled at writing工於文,,,
2210. 魚又玄: 1 首,male,,,,,唐朝--劍南道--成都--華陽(Huayang),"calligrapher書法家,poet詩人",,,
2211. 葉法善: 1 首,male,,614-720,,,	唐朝--江南道--括州--括蒼(Guacang),"poet詩人,skilled at writing工於文",713-713,,
2212. 張果: 1 首,,,,,,,,,,
2213. 成真人: 1 首,male,,,,,,poet詩人,,,
2214. 申歡: 1 首,,,,,,,,,,
2215. 李遐周: 1 首,male,,,,,,poet詩人,,,
2216. 趙惠宗: 1 首,male,,,,,唐朝--山南道--峽州--宜都(Yidu),poet詩人,,,
2217. 欒清: 1 首,,,,,,,,,,
2218. 侯道華: 1 首,male,,818-851,,,唐朝--河南道--陝州--芮城(Ruicheng),poet詩人,,,
2219. 裴航: 1 首,male,,,,,,poet詩人,,,
2220. 樊夫人: 1 首,female,,,,,,,,,
2221. 陸禹臣: 1 首,male,,,,,唐朝--河東道--蒲州--河東(Hedong),poet詩人,,,
2222. 李真: 1 首,male,,,,,,poet詩人,,,
2223. 吳涵虛: 1 首,male,,,,,唐朝--江南道--江西(Jiangxi; Jiangyou),poet詩人,,,
2224. 段穀: 1 首,,,,,,,,,,
2225. 趙自然: 1 首,male,,,,,	宋朝--江南東路--雄遠軍--繁昌(Fanchang),"	Daoist priest道士,poet詩人",,,
2226. 李浩: 1 首,male,,,,,,poet詩人,,,
2227. 徐釣者: 1 首,male,,,,,唐朝--河南道--海州--東海(Donghai),poet詩人,,,
2228. 藍采和: 1 首,,,,,,,,,,
2229. 春台仙: 1 首,,,,,,,,,道士,
2230. 嵩岳諸仙: 1 首,,,,,,,,,道士,
2231. 希道: 1 首,male,,,,,,poet詩人,,道士,
2232. 隱者: 1 首,male,?-978,,,,"唐朝--河北道--鄭州--陽武(Yangwu),宋朝--秦鳳路--通遠軍--隴西(Longxi),唐朝--河南道--徐州(Xu Zhou)","filial son/daughter孝子/孝女,skilled at writing工於文,	ruler統治者",?-976,道士,
2233. 廣陵道士: 1 首,,,,,,,,,道士,
2234. 黃冠野夫: 1 首,,,,,,,,,道士,
2235. 蜀酒閣道人: 1 首,,,,,,,,,道士,
2236. 章江書生: 1 首,,,,,,,,,道士,
2237. 萼嶺書生: 1 首,,,,,,,,,道士,
2238. 成都醉道士: 1 首,,,,,,,,,道士,
2239. 樵夫: 1 首,,,,,,,,,,
2240. 許大: 1 首,male,,,,,,poet詩人,,,
2241. 青城丈人: 1 首,,,,,,,,,道士,
2242. 太乙真君: 1 首,,,,,,,,,道士,
2243. 太白山玄士: 1 首,,,,,,,,,道士,
2244. 鄰道場人: 1 首,,,,,,,,,道士,
2245. 曲龍山仙: 1 首,,,,,,,,,道士,
2246. 陳複休: 1 首,,,,,,,,,道士,
2247. 鄭冠卿: 1 首,male,,,,,唐朝--關內道--京兆--長安(Chang'an),poet詩人,894-?,,
2248. 陳蓬: 1 首,male,,,,,,poet詩人,,,
2249. 崔少玄: 1 首,female,,795-817,,,,poet詩人,,,
2250. 戚逍遙: 1 首,female,,,,,唐朝--河北道--冀州--南宮(Nangong),poet詩人,,,
2251. 南溟夫人: 1 首,female,,,,,,,,,
2252. 吳清妻: 1 首,female,,,,,,,,,
2253. 慈恩院女仙: 1 首,female,,,,,,,,,
2254. 青童: 1 首,male,,,,,,僧人(buddhist monk),,,
2255. 觀梅女仙: 1 首,female,,,,,,,,,
2256. 吳彩鸞: 1 首,female,,,,,,poet詩人,,,
2257. 王氏女: 1 首,female,,,,,,,,,
2258. 毛女正美: 1 首,female,,,,,,,,,
2259. 桃花夫人: 1 首,female,,,,,,,,,
2260. 楊損: 1 首,male,,?-823,,,,poet詩人,,,
2261. 妙女: 1 首,female,,,,,,,,,
2262. 釋明解: 1 首,male,,?-661,,,唐朝--江南道--湖州--武康(Wukang),僧、	skilled at writing工於文,,,
2263. 巴峽鬼: 1 首,,,,,,,,,,
2264. 河湄鬼: 1 首,,,,,,,,,,
2265. 介胄鬼: 1 首,,,,,,,,,,
2266. 李叔霽: 1 首,male,,,,,唐朝--河北道--趙州(Zhao Zhou)（祖籍）,poet詩人,,,
2267. 竇裕: 1 首,male,,,,,,,,,
2268. 書生: 1 首,,,,,,,poet詩人,,,
2269. 陸憑: 1 首,male,,?-785,,,唐朝--江南道--蘇州--吳縣(Wu Xian),poet詩人,,,
2270. 韓弇: 1 首,male,,753-787,,,唐朝--河北道--河南--河陽(Heyang),poet詩人,,,
2271. 尉佗: 1 首,,,,,,,,,,
2272. 劉溉: 1 首,,,,,,,,,,
2273. 鄭瓊羅: 1 首,,,,,,,,,,
2274. 沈青箱: 1 首,male,,,,,,poet詩人,,,
2275. 襄陽舉人: 1 首,male,,,,,,,,名不詳，權以官名為名？,
2276. 河中鬼: 1 首,,,,,,,,,,
2277. 蕭微: 1 首,male,,?-834,,,,poet詩人,825-?,,
2278. 張省躬: 1 首,male,,,,,,poet詩人,,,
2279. 商山三丈夫: 1 首,,,,,,,,,,
2280. 鄭適: 1 首,male,,,,,,poet詩人,,,
2281. 甘露寺鬼: 1 首,,,,,,,,,,
2282. 石恪: 1 首,male,,,,,成都府--郫縣(Pi Xian)/唐朝--劍南道--成都--成都(Chengdu),poet詩人、painter畫家,965-,,
2283. 趙z7: 1 首,,,,,,,,,,
2284. 田達誠宅鬼: 1 首,,,,,,,,,,
2285. 長安中鬼: 1 首,,,,,,,,,,
2286. 隔窗鬼: 1 首,,,,,,,,,,
2287. 巴陵館鬼: 1 首,,,,,,,,,,
2288. 徐侃: 1 首,male,,,,,唐朝--淮南道--壽州--壽春(Shouchun),poet詩人,,,
2289. 商山客死生: 1 首,,,,,,,,,,
2290. 塚中人: 1 首,,,,,,,,,,
2291. 崇聖寺鬼: 1 首,,,,,,,,,,
2292. 任彥思家鬼: 1 首,,,,,,,,,,
2293. 峽中白衣: 1 首,,,,,,,,,,
2294. 張仁寶: 1 首,male,,,,,唐朝--山南道--閬州--閬中(Langzhong),poet詩人,,,
2295. 崔常侍: 1 首,male,,,,,,poet詩人,,,
2296. 朱均: 1 首,male,,,,,,,,,
2297. 夷陵女郎: 1 首,female,,,,,,,,,
2298. 孔氏: 1 首,female,,,,,,,,有兩個，不確定是哪個,
2299. 臨淄縣主: 1 首,male,,,,,,poet詩人,,,
2300. 王氏婦: 1 首,female,,,,,,,,,
2301. 李助: 1 首,male,,,,,,,,,
2302. 王麗真: 1 首,female,,,,,,poet詩人,,,
2303. 客戶裏女子: 1 首,female,,,,,,,,,
2304. 密陀僧: 1 首,male,,,,,,poet詩人、僧,,,
2305. 甄後: 1 首,,,,,,,,,,
2306. 織綃女: 1 首,female,,,,,,,,,
2307. 蕭曠: 1 首,male,,,,,,,,明朝人？,
2308. 沙磧女子: 1 首,female/male?,,,,,,poet詩人,,,
2309. 陳宮妃嬪: 1 首,female,,,,,,,,,
2310. 湘中女子: 1 首,female,,,,,,,,,
2311. 安邑坊女: 1 首,female,,,,,,,,,
2312. 韋檢亡姬: 1 首,female,,,,,,,,,
2313. 蘇檢妻: 1 首,female,,,,,,,,,
2314. 蘇檢: 1 首,male,,,,,,,,,
2315. 宮嬪: 1 首,female,,,,,,,,,
2316. 金車美人: 1 首,female,,,,,,,,,
2317. 魏朋妻: 1 首,female,,,,,,,,,
2318. 劉氏亡婦: 1 首,female,,,,,,,,,
2319. 無名女鬼: 1 首,female?,,,,,,,,,
2320. 穠華: 1 首,male,,,,,,poet詩人,,,
2321. 張守中: 1 首,male,,,,,,poet詩人,,,
2322. 原陵老翁: 1 首,male,,,,,,,,道教色彩诗歌,
2323. 李微: 1 首,,,,,,,,,有兩個人，不知是哪個,
2324. 柳藏經: 1 首,male,,,,,,poet詩人,,,
2325. 鐵銚: 1 首,,,,,,,,,豪放诗,
2326. 破笛: 1 首,,,,,,,,,,
2327. 禿帚: 1 首,,,,,,,,,,
2328. 少年: 1 首,male,,,,,,poet詩人,,袁少年？,
2329. 孫長史女: 1 首,female,,,,,,,,,
2330. 李豫: 1 首,male,,,,,唐朝--關內道--京兆--長安(Chang'an),emperor[皇帝],,,
2331. 邢鳳: 1 首,male,,,,,,poet詩人,,,
2332. 石季武: 1 首,male,,?-821,,,,poet詩人,822-,,
2333. 盧獻卿: 1 首,male,,?-855,,,唐朝--河北道--涿州--范陽(Fanyang) （祖籍）,poet詩人,,,
2334. 劉景複: 1 首,male,,,,,,poet詩人,,,
2335. 郭仁表: 1 首,male,,,,,,poet詩人,,吳(楊)Wu (Yang: 10 states),
2336. 國邵南: 1 首,male,,,,,,poet詩人,789-854,,
2337. 盧絳: 1 首,male,,,,,,,,,
2338. 張生: 1 首,male,,,,,,poet詩人,,,
2339. 漳郡守: 1 首,male,,,,,,,,名不詳，權以官名為名？,
2340. 白氏: 1 首,female,,,,,唐朝--河東道--太原--太谷(Taigu),,,有三個，不知是哪個,
2341. 張生妻: 1 首,female,,,,,,,,,
2342. 張氏女: 1 首,female,,,,,,,,,
2343. 病狂人: 1 首,,,,,,,,,,
2344. 周延翰: 1 首,male,,,,,,poet詩人,,南唐Southern Tang,
2345. 任玠: 1 首,male,,?-1024,,,成都府--成都(Chengdu),Classicist經學家、scholar of music音樂學家、civil office[為官者：文],860-,宋朝人,
2346. 胥偃: 1 首,male,,983-1039,,,宋朝--荊湖南路--潭州--長沙(Changsha),poet詩人、historian史學家、	civil office[為官者：文],,,
2347. 曾崇范妻: 1 首,female,,,,,,,,,
2348. 省吏: 1 首,,,,,,,,,名不詳，權以官名為名？,
2349. 選人: 1 首,,,,,,,,,名不詳，權以官名為名？,
2350. 裴玄智: 1 首,male,,,,,,poet詩人,,,
2351. 竇昉: 1 首,male,,,,,,poet詩人,,,
2352. 梁寶: 1 首,male,,,,,,poet詩人,,,
2353. 釋元康: 1 首,male,,,,,,poet詩人、僧,,,
2354. 李榮: 1 首,male,,,,,唐朝--劍南道--綿州--巴西(Baxi),poet詩人,,,
2355. 杜易簡: 1 首,male,,,,,唐朝--山南道--襄州--襄陽(Xiangyang),poet詩人、skilled at writing工於文,672-672,,
2356. 石抱忠: 1 首,male,,?-696,,,唐朝雍州長安縣（今陝西省西安市,,,,
2357. 梁載言: 1 首,male,,,,,唐朝--河北道--博州--聊城(Liaocheng),poet詩人,709-?,,
2358. 陸子: 1 首,male,,,,,唐朝--江南道--蘇州--吳縣(Wu Xian),poet詩人,,,
2359. 楊廷玉: 1 首,male,,,,,,poet詩人,,,
2360. 中宗朝優人: 1 首,female,,,,,,,,唐中宗李显（656年11月26日—710年7月3日）,
2361. 吳人: 1 首,,,,,,,,,,
2362. 封抱一: 1 首,male,,,,,,poet詩人,,,
2363. 麹崇裕: 1 首,male,,,,,唐朝--吐蕃諸部(Tufan Tribes),poet詩人,653-842,,
2364. 韋鏗: 1 首,male,,,,,唐朝--關內道--京兆--萬年(Wannian),poet詩人,712-?,,
2365. 邵景: 1 首,,,,,,,,,,
2366. 石惠泰: 1 首,male,,,,,,poet詩人,,,
2367. 黃幡綽: 1 首,male,,,,,,poet詩人,,,
2368. 張懷慶: 1 首,male,,,,,,poet詩人,667-?,,
2369. 史思明: 1 首,male,,703-761,,,唐朝--河北道--營州--柳城(Liucheng),poet詩人、military[武官],741-759,,
2370. 賀遂涉: 1 首,male,,,,,,poet詩人,,,
2371. 孔顒: 1 首,male,,,,,唐朝--河南道--兗州(Yan Zhou),poet詩人,,,
2372. 嚴震: 1 首,male,,724-799,,,唐朝--劍南道--梓州--鹽亭(Yanting),poet詩人,759-795,,
2373. 朱澤: 1 首,male,,,,,,poet詩人,,,
2374. 鄭光業: 1 首,male,,,,,,poet詩人,,,
2375. 孫子多: 1 首,male,,,,,,poet詩人,,,
2376. 徐彥若: 1 首,male,,?-901,,,唐朝--河北道--鄭州--新鄭(Xinzheng),poet詩人,874-900,,
2377. 崔立言: 1 首,male,,,,,,poet詩人,,,
2378. 姚嶸: 1 首,male,,,,,,poet詩人,,,
2379. 李日新: 1 首,male,,,,,,poet詩人,,,
2380. 柳逢: 1 首,male,,,,,,poet詩人,,,
2381. 黎瓘: 1 首,male,,,,,,poet詩人,,,
2382. 陸岩夢: 1 首,male,,,,,复州（今湖北天门）人,poet詩人,,中晚唐时期诗人,
2383. 李都: 1 首,male,,,,,,calligrapher書法家,878-881,,
2384. 荊人: 1 首,male,,,,,遼朝--東京道--荊州(Jing Zhou),僧、poet詩人,,,
2385. 馮道幕客: 1 首,,,,,,,,,,
2386. 李花開: 1 首,male,,,,,,poet詩人,,,
2387. 馮暉: 1 首,male,,894-953,,,元城(Yuancheng),poet詩人、military[武官],,,
2388. 楊苧蘿: 1 首,male,,,,,,poet詩人,,,
2389. 郫城令: 1 首,male,,,,,,poet詩人,907-?,,
2390. 李令: 1 首,male,,,,,唐朝--山南道--江陵(Jiangling),poet詩人,,名不詳，權以官名為名。,
2391. 太守: 1 首,,,,,,,,,,
2392. 劉炎: 1 首,male,,,,,,poet詩人,,,
2393. 閻敬愛: 1 首,male,,,,,唐朝--河北道--鄭州--榮陽(Rongyang)（祖籍）,poet詩人,,,
2394. 李和風: 1 首,male,,,,,,poet詩人,,,
2395. 歸氏子: 1 首,,,,,,,,,,
2396. 張魯封: 1 首,male,,,,,,poet詩人,,,
2397. 李晝: 1 首,male,,818-855,,,唐朝--隴右道--渭州--隴西(Longxi)（祖籍）,poet詩人,848-854,,
2398. 楊鸞: 1 首,male,,,,,,poet詩人,,,
2399. 座客: 1 首,,,,,,,,,,
2400. 周顓: 1 首,male,,,,,,poet詩人,,,
2401. 蘇芸: 1 首,,,,,,,,,,
2402. 包賀: 1 首,male,,,,,,poet詩人,,,
2403. 蔡押衙: 1 首,male,,,,,,poet詩人,,名不詳，權以官名為名。,
2404. 商則: 1 首,male,,,,,唐朝--河南道--鄆州--鄆城(Yuncheng),poet詩人,,,
